eigenvalues

   -0.186633
   -0.164028
  -0.0794638
-1.50035e-05
-1.84121e-06
-4.99782e-08
-7.09839e-09
-1.98973e-09
-8.25716e-10
-4.07293e-15
-3.93071e-15
 -3.8563e-15
-3.79481e-15
-3.77489e-15
-3.72507e-15
-3.68668e-15
-3.63215e-15
-3.62271e-15
-3.61239e-15
-3.60057e-15
-3.52465e-15
-3.50703e-15
 -3.4848e-15
-3.45625e-15
-3.44083e-15
-3.43473e-15
-3.39271e-15
-3.38228e-15
-3.35382e-15
-3.31209e-15
-3.27794e-15
-3.26092e-15
-3.22833e-15
-3.21262e-15
-3.16763e-15
-3.14502e-15
-3.10139e-15
-3.09853e-15
-3.08292e-15
-3.06726e-15
-3.04404e-15
-3.03334e-15
-3.02678e-15
-3.01359e-15
-3.01269e-15
-2.97764e-15
-2.96325e-15
-2.95874e-15
-2.92403e-15
-2.91037e-15
-2.88376e-15
-2.87733e-15
-2.85784e-15
-2.83879e-15
-2.79612e-15
-2.78661e-15
-2.78306e-15
-2.77887e-15
-2.77208e-15
-2.75114e-15
-2.74107e-15
-2.73148e-15
-2.71239e-15
 -2.7029e-15
-2.69848e-15
-2.69016e-15
-2.67074e-15
 -2.6564e-15
-2.64919e-15
-2.64317e-15
-2.61733e-15
-2.59991e-15
-2.59638e-15
-2.58272e-15
-2.57633e-15
-2.56119e-15
-2.55791e-15
-2.52892e-15
-2.50474e-15
-2.49568e-15
-2.46836e-15
-2.46075e-15
-2.45498e-15
-2.44222e-15
-2.43492e-15
-2.41287e-15
  -2.404e-15
-2.40128e-15
-2.38042e-15
-2.37064e-15
-2.36999e-15
-2.35392e-15
-2.35036e-15
-2.34153e-15
-2.33329e-15
-2.31037e-15
-2.30272e-15
-2.28367e-15
-2.27384e-15
-2.26957e-15
-2.25273e-15
-2.24758e-15
-2.23836e-15
-2.23535e-15
-2.23097e-15
-2.20809e-15
-2.18685e-15
-2.16321e-15
-2.15917e-15
-2.14912e-15
-2.14239e-15
-2.13669e-15
-2.12821e-15
-2.12101e-15
-2.10561e-15
-2.09375e-15
-2.07708e-15
-2.06359e-15
-2.05898e-15
-2.03907e-15
-2.02928e-15
-2.02283e-15
-2.01617e-15
-2.00015e-15
-1.99421e-15
-1.97969e-15
-1.97328e-15
-1.96075e-15
-1.95647e-15
-1.95242e-15
-1.94709e-15
 -1.9355e-15
-1.92256e-15
-1.91393e-15
-1.90593e-15
-1.89424e-15
-1.88395e-15
-1.86998e-15
-1.85584e-15
-1.85296e-15
-1.84741e-15
-1.83954e-15
-1.82899e-15
-1.79138e-15
-1.78628e-15
-1.77408e-15
-1.75787e-15
-1.75446e-15
-1.74149e-15
-1.73852e-15
-1.73205e-15
-1.72527e-15
-1.71497e-15
 -1.7016e-15
-1.69688e-15
-1.68542e-15
-1.68365e-15
-1.66641e-15
-1.65537e-15
 -1.6516e-15
-1.63656e-15
-1.62772e-15
-1.62004e-15
-1.61767e-15
-1.59781e-15
-1.58434e-15
-1.57478e-15
-1.55634e-15
-1.54321e-15
-1.53713e-15
-1.53097e-15
-1.52615e-15
-1.51784e-15
 -1.5033e-15
-1.50101e-15
-1.48835e-15
-1.47913e-15
-1.47599e-15
-1.46733e-15
-1.45305e-15
-1.44074e-15
-1.43557e-15
-1.42281e-15
-1.41099e-15
-1.40348e-15
-1.39199e-15
-1.38155e-15
-1.37764e-15
-1.35963e-15
-1.34938e-15
-1.34607e-15
-1.33852e-15
-1.33044e-15
-1.32688e-15
-1.31909e-15
-1.30295e-15
-1.29337e-15
-1.28698e-15
-1.27818e-15
-1.26111e-15
-1.25598e-15
-1.23977e-15
-1.23311e-15
-1.23125e-15
-1.22645e-15
-1.22255e-15
-1.20771e-15
-1.20642e-15
-1.18357e-15
-1.17876e-15
-1.17362e-15
-1.15766e-15
-1.14761e-15
 -1.1377e-15
-1.13251e-15
-1.12627e-15
-1.11653e-15
 -1.1027e-15
 -1.0977e-15
-1.08851e-15
-1.08416e-15
-1.08037e-15
 -1.0598e-15
-1.05839e-15
-1.04695e-15
-1.03159e-15
-1.01367e-15
 -1.0112e-15
-1.00871e-15
-1.00226e-15
-9.97359e-16
-9.76944e-16
-9.64807e-16
-9.57301e-16
-9.46148e-16
-9.31354e-16
-9.24846e-16
-9.19103e-16
-9.09647e-16
-9.02485e-16
-8.99935e-16
-8.91939e-16
-8.83881e-16
-8.71152e-16
-8.68471e-16
-8.64866e-16
-8.62302e-16
-8.47335e-16
-8.37643e-16
-8.28614e-16
-8.14478e-16
-8.10706e-16
-7.98993e-16
 -7.9268e-16
-7.76649e-16
-7.69164e-16
-7.64121e-16
-7.60778e-16
-7.50112e-16
-7.45759e-16
-7.34829e-16
-7.24186e-16
-7.15201e-16
